dist.del reg. [m],a sold.aguas arriba [m],no.de junta,long. de junta [m],esp. [mm],evento / comentario,tipo de sold.,Pos.horaria,pared int.,dim_o,d [%],h [%],Ovality ratio,h [arruga/ond.] [mm],largo [mm],ancho [mm],ERF B31G,Junta No. Full,latitud,longitud
3592.040,,,,,Soporte externo,,6:00,,,,,,,,,,3390,3.782747079,-71.47934012
3603.034,,,,,Soporte externo,,6:00,,,,,,,,,,3390,3.782797932,-71.47943091
3603.814,,3400,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,3400,3.78280154,-71.47943735
3613.115,,,,,Soporte externo,,6:00,,,,,,,,,,3400,3.782844561,-71.47951416
3615.839,,3410,1.538,9.65,Soldadura,sin costura,,,,,,,,,,,3410,3.78285716,-71.47953666
3617.377,,3420,12.028,9.65,Soldadura,sin costura,,,,,,,,,,,3420,3.782864274,-71.47954936
3623.393,,,,,Soporte externo,,6:00,,,,,,,,,,3420,3.782892101,-71.47959904
3629.405,,3430,11.974,9.65,Soldadura,sin costura,,,,,,,,,,,3430,3.782919829,-71.47964874
3633.413,,,,,Soporte externo,,6:00,,,,,,,,,,3430,3.782938306,-71.47968187
3641.379,,3440,11.978,9.65,Soldadura,sin costura,,,,,,,,,,,3440,3.782976911,-71.47974664
3643.810,,,,,Soporte externo,,6:00,,,,,,,,,,3440,3.782989388,-71.47976593
3653.357,,3450,9.664,9.65,Soldadura,sin costura,,,,,,,,,,,3450,3.783044612,-71.47983746
3654.245,,,,,Soporte externo,,6:00,,,,,,,,,,3450,3.783049749,-71.47984411
3663.020,,3460,12.013,9.65,Soldadura,sin costura,,,,,,,,,,,3460,3.783100508,-71.47990986
3664.428,,,,,Soporte externo,,6:00,,,,,,,,,,3460,3.783108652,-71.47992041
3674.291,,,,,Soporte externo,,6:00,,,,,,,,,,3460,3.783165703,-71.4799943
3675.033,,3470,11.997,9.65,Soldadura,sin costura,,,,,,,,,,,3470,3.783169995,-71.47999986
3684.544,,,,,Soporte externo,,6:00,,,,,,,,,,3470,3.783225008,-71.48007113
3687.030,,3480,3.499,9.65,Soldadura,sin costura,,,,,,,,,,,3480,3.783239388,-71.48008975
3690.529,,3490,12.027,9.65,Soldadura,sin costura,,,,,,,,,,,3490,3.783259628,-71.48011597
3695.128,,,,,Soporte externo,,6:00,,,,,,,,,,3490,3.783286231,-71.48015042
3702.557,,3500,6.888,9.65,Soldadura,sin costura,,,,,,,,,,,3500,3.78332891,-71.48020631
3705.323,,,,,Soporte externo,,6:00,,,,,,,,,,3500,3.783344588,-71.48022728
3709.445,,3510,12.188,9.65,Soldadura,sin costura,,,,,,,,,,,3510,3.783367952,-71.48025852
3715.014,,,,,Soporte externo,,6:00,,,,,,,,,,3510,3.783399193,-71.48030098
3721.632,,3520,12.188,9.65,Soldadura,sin costura,,,,,,,,,,,3520,3.783436312,-71.48035144
3733.820,,3530,12.182,9.65,Soldadura,sin costura,,,,,,,,,,,3530,3.783504669,-71.48044437
3746.002,,3540,12.205,9.65,Soldadura,sin costura,,,,,,,,,,,3540,3.783572878,-71.48053734
3757.350,,,,,Soporte externo,,6:00,,,,,,,,,,3540,3.783634284,-71.48062544
3758.208,,3550,12.032,9.65,Soldadura,sin costura,,,,,,,,,,,3550,3.783638242,-71.48063253
3768.986,,,,,Soporte externo,,6:00,,,,,,,,,,3550,3.783684181,-71.48072333
3770.239,,3560,3.508,9.65,Soldadura,sin costura,,,,,,,,,,,3560,3.783688187,-71.4807345
3773.747,,3570,12.02,9.65,Soldadura,sin costura,,,,,,,,,,,3570,3.7836994,-71.48076575
3779.211,,,,,Soporte externo,,6:00,,,,,,,,,,3570,3.783708191,-71.48081628
3785.767,,3580,2.245,9.65,Soldadura,sin costura,,,,,,,,,,,3580,3.783711574,-71.48087812
3788.011,,3590,12.004,9.65,Soldadura,sin costura,,,,,,,,,,,3590,3.78370853,-71.48089914
3789.187,,,,,Soporte externo,,6:00,,,,,,,,,,3590,3.783706935,-71.48091015
3799.147,,,,,Soporte externo,,6:00,,,,,,,,,,3590,3.78369255,-71.48100332
3800.016,,3600,12.028,9.65,Soldadura,sin costura,,,,,,,,,,,3600,3.783691204,-71.48101143
3809.374,,,,,Soporte externo,,6:00,,,,,,,,,,3600,3.78367558,-71.48109862
3812.044,,3610,12.014,9.65,Soldadura,sin costura,,,,,,,,,,,3610,3.783670875,-71.48112345
3820.388,,,,,Soporte externo,,6:00,,,,,,,,,,3610,3.783655438,-71.4812009
3824.058,,3620,12.019,9.65,Soldadura,sin costura,,,,,,,,,,,3620,3.783648577,-71.48123496
3830.433,,,,,Soporte externo,,6:00,,,,,,,,,,3620,3.783636657,-71.48129411
3836.077,,3630,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,3630,3.783626346,-71.48134653
3840.561,,,,,Soporte externo,,6:00,,,,,,,,,,3630,3.78361827,-71.4813882
3848.114,,3640,12.059,9.65,Soldadura,sin costura,,,,,,,,,,,3640,3.783604919,-71.48145843
3850.839,,,,,Soporte externo,,6:00,,,,,,,,,,3640,3.783600125,-71.48148377
3860.173,,3650,12.04,9.65,Soldadura,sin costura,,,,,,,,,,,3650,3.7835837,-71.48157058
3861.075,,,,,Soporte externo,,6:00,,,,,,,,,,3650,3.783582113,-71.48157897
3871.236,,,,,Soporte externo,,6:00,,,,,,,,,,3650,3.783564235,-71.48167348
3872.213,,3660,11.983,9.65,Soldadura,sin costura,,,,,,,,,,,3660,3.783562516,-71.48168256
3881.392,,,,,Soporte externo,,6:00,,,,,,,,,,3660,3.783546509,-71.48176796
3884.196,,3670,7.593,9.65,Soldadura,sin costura,,,,,,,,,,,3670,3.783541882,-71.48179409
3891.039,,,,,Soporte externo,,6:00,,,,,,,,,,3670,3.783530699,-71.48185789
3891.789,,3680,11.995,9.65,Soldadura,sin costura,,,,,,,,,,,3680,3.783529517,-71.48186489
3900.918,,,,,Soporte externo,,6:00,,,,,,,,,,3680,3.783515125,-71.48195009
3903.785,,3690,1.221,9.65,Soldadura,sin costura,,,,,,,,,,,3690,3.783510604,-71.48197685
3905.006,,3700,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,3700,3.783508679,-71.48198825
3911.265,,,,,Soporte externo,,6:00,,,,,,,,,,3700,3.78349881,-71.48204666
3917.031,,3710,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,3710,3.783489719,-71.48210048
3921.393,,,,,Soporte externo,,6:00,,,,,,,,,,3710,3.783482841,-71.48214119
3929.053,,3720,11.96,9.65,Soldadura,sin costura,,,,,,,,,,,3720,3.783470764,-71.48221268
3931.562,,,,,Soporte externo,,6:00,,,,,,,,,,3720,3.783466809,-71.4822361
3941.013,,3730,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,3730,3.783451992,-71.48232432
3941.774,,,,,Soporte externo,,6:00,,,,,,,,,,3730,3.783450808,-71.48233143
3952.071,,,,,Accesorio de tubería  / aditamento,,9:00,,,,,,,,,,3730,3.783434821,-71.48242757
3953.038,,3740,2.036,9.65,Soldadura,sin costura,,,,,,,,,,,3740,3.783433322,-71.4824366
3955.075,,3750,11.992,9.65,Soldadura,sin costura,,,,,,,,,,,3750,3.783430165,-71.48245562
3962.196,,,,,Soporte externo,,6:00,,,,,,,,,,3750,3.783419129,-71.48252212
3967.067,,3760,3.174,9.65,Soldadura,sin costura,,,,,,,,,,,3760,3.78341158,-71.4825676
3970.241,,3770,10.978,9.65,Soldadura,sin costura,,,,,,,,,,,3770,3.783406661,-71.48259724
3972.449,,,,,Soporte externo,,6:00,,,,,,,,,,3770,3.783403239,-71.48261785
3981.218,,3780,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,3780,3.783389648,-71.48269974
3982.065,,,,,Soporte externo,,6:00,,,,,,,,,,3780,3.783388335,-71.48270765
3992.854,,,,,Soporte externo,,6:00,,,,,,,,,,3780,3.783371615,-71.48280839
3993.243,,3790,12.004,9.65,Soldadura,sin costura,,,,,,,,,,,3790,3.783371012,-71.48281202
4002.335,,,,,Soporte externo,,6:00,,,,,,,,,,3790,3.78335692,-71.48289692
4005.247,,3800,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,3800,3.783352407,-71.48292411
4012.471,,,,,Soporte externo,,6:00,,,,,,,,,,3800,3.783341211,-71.48299157
4017.272,,3810,12.018,9.65,Soldadura,sin costura,,,,,,,,,,,3810,3.78333377,-71.4830364
4022.790,,,,,Soporte externo,,6:00,,,,,,,,,,3810,3.783325218,-71.48308792
4029.290,,3820,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,3820,3.783315144,-71.48314862
4032.971,,,,,Soporte externo,,6:00,,,,,,,,,,3820,3.783309439,-71.48318299
4041.326,,3830,12.015,9.65,Soldadura,sin costura,,,,,,,,,,,3830,3.783296489,-71.48326101
4043.014,,,,,Soporte externo,,6:00,,,,,,,,,,3830,3.783293872,-71.48327677
4053.342,,3840,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,3840,3.783277866,-71.48337321
4054.251,,,,,Soporte externo,,6:00,,,,,,,,,,3840,3.783276457,-71.4833817
4064.371,,,,,Soporte externo,,6:00,,,,,,,,,,3840,3.783260742,-71.48347619
4065.343,,3850,10.994,9.65,Soldadura,sin costura,,,,,,,,,,,3850,3.783259228,-71.48348526
4075.294,,,,,Soporte externo,,6:00,,,,,,,,,,3850,3.783243475,-71.48357813
4076.337,,3860,11.999,9.65,Soldadura,sin costura,,,,,,,,,,,3860,3.7832418,-71.48358785
4085.485,,,,,Soporte externo,,6:00,,,,,,,,,,3860,3.783227106,-71.48367319
4088.336,,3870,5.265,9.65,Soldadura,sin costura,,,,,,,,,,,3870,3.783222526,-71.48369978
4093.601,,3880,11.995,9.65,Soldadura,sin costura,,,,,,,,,,,3880,3.78321407,-71.4837489
4095.605,,,,,Soporte externo,,6:00,,,,,,,,,,3880,3.783210852,-71.48376759
4105.596,,3890,11.969,9.65,Soldadura,sin costura,,,,,,,,,,,3890,3.783200555,-71.48386152
4106.397,,,,,Soporte externo,,6:00,,,,,,,,,,3890,3.783199923,-71.48386908
4116.562,,,,,Soporte externo,,6:00,,,,,,,,,,3890,3.783194485,-71.48396513
4117.565,,3900,11.967,9.65,Soldadura,sin costura,,,,,,,,,,,3900,3.783194015,-71.48397461
4126.654,,,,,Soporte externo,,6:00,,,,,,,,,,3900,3.783194856,-71.48406064
4129.532,,3910,12.026,9.65,Soldadura,sin costura,,,,,,,,,,,3910,3.783195535,-71.48408787
4136.785,,,,,Soporte externo,,6:00,,,,,,,,,,3910,3.783197384,-71.4841565
4141.558,,3920,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,3920,3.783198579,-71.48420166
4147.048,,,,,Soporte externo,,6:00,,,,,,,,,,3920,3.783199955,-71.48425361
4153.581,,3930,12.019,9.65,Soldadura,sin costura,,,,,,,,,,,3930,3.783201591,-71.48431543
4157.282,,,,,Soporte externo,,6:00,,,,,,,,,,3930,3.783202518,-71.48435045
4165.600,,3940,12.012,9.65,Soldadura,sin costura,,,,,,,,,,,3940,3.78320462,-71.48442915
4167.360,,,,,Soporte externo,,6:00,,,,,,,,,,3940,3.783205111,-71.4844458
4177.611,,3950,12.023,9.65,Soldadura,sin costura,,,,,,,,,,,3950,3.78320814,-71.48454279
4178.374,,,,,Soporte externo,,6:00,,,,,,,,,,3950,3.783208394,-71.48455
4188.568,,,,,Soporte externo,,6:00,,,,,,,,,,3950,3.78321179,-71.48464643
4189.635,,3960,11.982,9.65,Soldadura,sin costura,,,,,,,,,,,3960,3.783212145,-71.48465653
4198.602,,,,,Soporte externo,,6:00,,,,,,,,,,3960,3.783215042,-71.48474135
4201.617,,3970,11.953,9.65,Soldadura,sin costura,,,,,,,,,,,3970,3.783215994,-71.48476988
4208.841,,,,,Soporte externo,,6:00,,,,,,,,,,3970,3.783217815,-71.48483823
4213.569,,3980,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,3980,3.783218939,-71.48488297
4218.908,,,,,Soporte externo,,6:00,,,,,,,,,,3980,3.783220208,-71.48493349
4225.571,,3990,12.003,9.65,Soldadura,sin costura,,,,,,,,,,,3990,3.783221186,-71.48499655
4229.175,,,,,Soporte externo,,6:00,,,,,,,,,,3990,3.783221443,-71.48503066
4237.574,,4000,12.01,9.65,Soldadura,sin costura,,,,,,,,,,,4000,3.783218848,-71.48511009
4239.209,,,,,Soporte externo,,6:00,,,,,,,,,,4000,3.783218113,-71.48512555
4248.828,,,,,Soporte externo,,6:00,,,,,,,,,,4000,3.78320674,-71.48521583
4249.584,,4010,12.034,9.65,Soldadura,sin costura,,,,,,,,,,,4010,3.783205728,-71.48522291
4258.425,,,,,Soporte externo,,6:00,,,,,,,,,,4010,3.783195818,-71.485306
4261.618,,4020,12.021,9.65,Soldadura,sin costura,,,,,,,,,,,4020,3.783192371,-71.48533603
4268.641,,,,,Soporte externo,,6:00,,,,,,,,,,4020,3.783184904,-71.48540208
4273.639,,4030,11.965,9.65,Soldadura,sin costura,,,,,,,,,,,4030,3.783179677,-71.4854491
4278.714,,,,,Soporte externo,,6:00,,,,,,,,,,4030,3.783174385,-71.48549685
4285.604,,4040,11.969,9.65,Soldadura,sin costura,,,,,,,,,,,4040,3.783167541,-71.4855617
4291.333,,,,,Soporte externo,,6:00,,,,,,,,,,4040,3.783161855,-71.48561563
4297.573,,4050,12.042,9.65,Soldadura,sin costura,,,,,,,,,,,4050,3.783155662,-71.48567437
4301.314,,,,,Soporte externo,,6:00,,,,,,,,,,4050,3.783151948,-71.48570959
4309.616,,4060,12.034,9.65,Soldadura,sin costura,,,,,,,,,,,4060,3.783143107,-71.48578766
4311.490,,,,,Soporte externo,,6:00,,,,,,,,,,4060,3.783140759,-71.48580525
4321.650,,4070,12.015,9.65,Soldadura,sin costura,,,,,,,,,,,4070,3.783128028,-71.48590057
4322.285,,,,,Soporte externo,,6:00,,,,,,,,,,4070,3.783127233,-71.48590653
4332.836,,,,,Soporte externo,,6:00,,,,,,,,,,4070,3.783114012,-71.48600552
4333.665,,4080,12.02,9.65,Soldadura,sin costura,,,,,,,,,,,4080,3.783112974,-71.48601329
4342.959,,,,,Soporte externo,,6:00,,,,,,,,,,4080,3.783107874,-71.48610104
4345.685,,4090,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,4090,3.783107302,-71.48612683
4353.292,,,,,Soporte externo,,6:00,,,,,,,,,,4090,3.783111072,-71.48619873
4357.714,,4100,12.028,9.65,Soldadura,sin costura,,,,,,,,,,,4100,3.783114243,-71.48624046
4363.376,,,,,Soporte externo,,6:00,,,,,,,,,,4100,3.783118918,-71.48629385
4369.742,,4110,12.013,9.65,Soldadura,sin costura,,,,,,,,,,,4110,3.783124174,-71.48635388
4373.562,,,,,Soporte externo,,6:00,,,,,,,,,,4110,3.783127327,-71.4863899
4381.755,,4120,12.051,9.65,Soldadura,sin costura,,,,,,,,,,,4120,3.783134092,-71.48646715
4383.745,,,,,Soporte externo,,6:00,,,,,,,,,,4120,3.783135735,-71.48648592
4393.807,,4130,12.04,9.65,Soldadura,sin costura,,,,,,,,,,,4130,3.783144042,-71.48658079
4394.289,,,,,Soporte externo,,6:00,,,,,,,,,,4130,3.78314444,-71.48658534
4403.683,,,,,Soporte externo,,6:00,,,,,,,,,,4130,3.783152196,-71.48667392
4405.846,,4140,12.005,9.65,Soldadura,sin costura,,,,,,,,,,,4140,3.783153982,-71.48669431
4413.845,,,,,Soporte externo,,6:00,,,,,,,,,,4140,3.783160586,-71.48676974
4417.851,,4150,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,4150,3.783163893,-71.48680751
4423.967,,,,,Soporte externo,,6:00,,,,,,,,,,4150,3.783168942,-71.48686518
4429.873,,4160,11.996,9.65,Soldadura,sin costura,,,,,,,,,,,4160,3.783173819,-71.48692087
4434.286,,,,,Soporte externo,,6:00,,,,,,,,,,4160,3.783177462,-71.48696249
4438.158,-8.285,,,,Anomalía  / Anomalía de Manufactura,,10:11,INT,PITT,10,,,,14,15,0.43,4160,3.783180658,-71.486999
4441.869,,4170,11.986,9.65,Soldadura,sin costura,,,,,,,,,,,4170,3.783183722,-71.48703399
4444.265,,,,,Soporte externo,,6:00,,,,,,,,,,4170,3.783185701,-71.48705658
4453.856,,4180,12.032,9.65,Soldadura,sin costura,,,,,,,,,,,4180,3.783193619,-71.48714702
4455.049,,,,,Soporte externo,,6:00,,,,,,,,,,4180,3.783194604,-71.48715827
4464.853,,,,,Soporte externo,,6:00,,,,,,,,,,4180,3.783202679,-71.48725071
4465.888,,4190,11.99,9.65,Soldadura,sin costura,,,,,,,,,,,4190,3.78320353,-71.48726047
4474.907,,,,,Soporte externo,,6:00,,,,,,,,,,4190,3.783210804,-71.48734553
4477.878,,4200,5.061,9.65,Soldadura,sin costura,,,,,,,,,,,4200,3.783213178,-71.48737355
4482.938,,4210,12.016,9.65,Soldadura,sin costura,,,,,,,,,,,4210,3.783217219,-71.48742128
4485.262,,,,,Soporte externo,,6:00,,,,,,,,,,4210,3.783219075,-71.4874432
4494.954,,4220,12.007,9.65,Soldadura,sin costura,,,,,,,,,,,4220,3.783226817,-71.48753461
4495.653,,,,,Soporte externo,,6:00,,,,,,,,,,4220,3.783227376,-71.4875412
4504.406,,,,,Soporte externo,,6:00,,,,,,,,,,4220,3.783234367,-71.48762376
4505.933,,,,,Soporte externo,,6:00,,,,,,,,,,4220,3.783235587,-71.48763816
4506.961,,4230,12.007,9.65,Soldadura,sin costura,,,,,,,,,,,4230,3.783236408,-71.48764785
4515.550,,,,,Soporte externo,,6:00,,,,,,,,,,4230,3.783243268,-71.48772886
4517.105,,,,,Soporte externo,,6:00,,,,,,,,,,4230,3.78324451,-71.48774353
4518.969,,4240,4.369,9.65,Soldadura,sin costura,,,,,,,,,,,4240,3.783245999,-71.48776111
4523.338,,4250,11.983,9.65,Soldadura,sin costura,,,,,,,,,,,4250,3.783249489,-71.48780232
4526.057,,,,,Soporte externo,,6:00,,,,,,,,,,4250,3.783251663,-71.48782796
4535.320,,4260,11.996,9.65,Soldadura,sin costura,,,,,,,,,,,4260,3.783259136,-71.48791532
4535.986,,,,,Soporte externo,,6:00,,,,,,,,,,4260,3.783259686,-71.4879216
4546.753,,,,,Soporte externo,,6:00,,,,,,,,,,4260,3.783268598,-71.48802312
4547.317,,4270,12.032,9.65,Soldadura,sin costura,,,,,,,,,,,4270,3.783269065,-71.48802844
4556.580,,,,,Soporte externo,,6:00,,,,,,,,,,4270,3.783276732,-71.48811578
4559.349,,4280,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,4280,3.783279024,-71.48814189
4566.190,,,,,Soporte externo,,6:00,,,,,,,,,,4280,3.783284686,-71.4882064
4571.379,,4290,6.597,9.65,Soldadura,sin costura,,,,,,,,,,,4290,3.783288981,-71.48825533
4576.141,,,,,Soporte externo,,6:00,,,,,,,,,,4290,3.783292923,-71.48830023
4577.976,,4300,11.993,9.65,Soldadura,sin costura,,,,,,,,,,,4300,3.783294441,-71.48831753
4586.120,,,,,Soporte externo,,6:00,,,,,,,,,,4300,3.783301183,-71.48839432
4589.970,,4310,11.994,9.65,Soldadura,sin costura,,,,,,,,,,,4310,3.783304369,-71.48843062
4596.320,,,,,Soporte externo,,6:00,,,,,,,,,,4310,3.783309625,-71.4884905
4601.964,,4320,12.013,9.65,Soldadura,sin costura,,,,,,,,,,,4320,3.783314296,-71.48854372
4606.440,,,,,Soporte externo,,6:00,,,,,,,,,,4320,3.783318001,-71.48858592
4609.706,,,,,Marcador sobre el Terreno  / Pole No. 5,,,,,,,,,,,,4320,3.783320705,-71.48861672
4613.976,,4330,12.029,9.65,Soldadura,sin costura,,,,,,,,,,,4330,3.783324239,-71.48865698
4616.513,,,,,Soporte externo,,6:00,,,,,,,,,,4330,3.783326339,-71.4886809
4626.005,,4340,12.021,9.65,Soldadura,sin costura,,,,,,,,,,,4340,3.783335476,-71.48877027
4626.710,,,,,Soporte externo,,6:00,,,,,,,,,,4340,3.783336235,-71.4887769
4637.004,,,,,Soporte externo,,6:00,,,,,,,,,,4340,3.783347581,-71.48887368
4638.025,,4350,12.036,9.65,Soldadura,sin costura,,,,,,,,,,,4350,3.78334872,-71.48888327
4647.077,,,,,Soporte externo,,6:00,,,,,,,,,,4350,3.783358819,-71.48896836
4650.061,,4360,12.034,9.65,Soldadura,sin costura,,,,,,,,,,,4360,3.783362182,-71.4889964
4657.122,,,,,Soporte externo,,6:00,,,,,,,,,,4360,3.783370403,-71.48906273
4662.095,,4370,11.983,9.65,Soldadura,sin costura,,,,,,,,,,,4370,3.783376246,-71.48910944
4667.422,,,,,Soporte externo,,6:00,,,,,,,,,,4370,3.783382534,-71.48915947
4674.079,,4380,11.966,9.65,Soldadura,sin costura,,,,,,,,,,,4380,3.783390485,-71.48922197
4677.525,,,,,Soporte externo,,6:00,,,,,,,,,,4380,3.783394608,-71.48925433
4686.045,,4390,12.023,9.65,Soldadura,sin costura,,,,,,,,,,,4390,3.783404862,-71.48933432
4687.590,,,,,Soporte externo,,6:00,,,,,,,,,,4390,3.783406719,-71.48934883
4697.510,,,,,Soporte externo,,6:00,,,,,,,,,,4390,3.783418501,-71.48944198
4698.068,,4400,12.004,9.65,Soldadura,sin costura,,,,,,,,,,,4400,3.783419108,-71.48944723
4707.583,,,,,Soporte externo,,6:00,,,,,,,,,,4400,3.783430186,-71.48953659
4710.072,,4410,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,4410,3.78343424,-71.4895598
4717.769,,,,,Soporte externo,,6:00,,,,,,,,,,4410,3.783448831,-71.48963109
4722.089,,4420,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,4420,3.783460127,-71.48967039
4725.121,-3.032,,,,Anomalía  / Anomalía de Manufactura,,4:01,INT,PITT,11,,,,11,15,0.43,4420,3.783468056,-71.48969797
4727.817,,,,,Soporte externo,,6:00,,,,,,,,,,4420,3.783477282,-71.48972176
4734.090,,4430,12.036,9.65,Soldadura,sin costura,,,,,,,,,,,4430,3.783498847,-71.48977709
4738.147,,,,,Soporte externo,,6:00,,,,,,,,,,4430,3.783512237,-71.48981308
4746.126,,4440,12.028,9.65,Soldadura,sin costura,,,,,,,,,,,4440,3.783538336,-71.48988395
4748.350,,,,,Soporte externo,,6:00,,,,,,,,,,4440,3.783545569,-71.48990372
4758.153,,4450,12.012,9.65,Soldadura,sin costura,,,,,,,,,,,4450,3.783577775,-71.48999074
4758.957,,,,,Soporte externo,,6:00,,,,,,,,,,4450,3.783580446,-71.48999786
4769.536,,,,,Soporte externo,,6:00,,,,,,,,,,4450,3.783614497,-71.49009203
4770.165,,4460,2.046,9.65,Soldadura,sin costura,,,,,,,,,,,4460,3.78361648,-71.49009764
4772.211,,4470,11.173,9.65,Soldadura,sin costura,,,,,,,,,,,4470,3.78362293,-71.4901159
4779.645,,,,,Soporte externo,,6:00,,,,,,,,,,4470,3.783646368,-71.49018225
4783.384,,4480,12.032,9.65,Soldadura,sin costura,,,,,,,,,,,4480,3.783658214,-71.4902156
4789.895,,,,,Soporte externo,,6:00,,,,,,,,,,4480,3.783679018,-71.49027361
4795.415,,4490,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,4490,3.783696754,-71.49032276
4800.109,,,,,Soporte externo,,6:00,,,,,,,,,,4490,3.783711872,-71.49036454
4807.437,,4500,11.986,9.65,Soldadura,sin costura,,,,,,,,,,,4500,3.783735474,-71.49042976
4810.151,,,,,Soporte externo,,6:00,,,,,,,,,,4500,3.783744215,-71.49045392
4819.424,,4510,12.027,9.65,Soldadura,sin costura,,,,,,,,,,,4510,3.783774077,-71.49053645
4820.346,,,,,Soporte externo,,6:00,,,,,,,,,,4510,3.783777047,-71.49054466
4830.629,,,,,Soporte externo,,6:00,,,,,,,,,,4510,3.783810165,-71.49063618
4831.451,,4520,2.346,9.65,Soldadura,sin costura,,,,,,,,,,,4520,3.783812812,-71.4906435
4833.797,,4530,11.982,9.65,Soldadura,sin costura,,,,,,,,,,,4530,3.783820368,-71.49066438
4840.757,,,,,Soporte externo,,6:00,,,,,,,,,,4530,3.783842784,-71.49072633
4845.779,,4540,12.016,9.65,Soldadura,sin costura,,,,,,,,,,,4540,3.783858959,-71.49077103
4850.899,,,,,Soporte externo,,6:00,,,,,,,,,,4540,3.783875429,-71.49081661
4857.795,,4550,11.987,9.65,Soldadura,sin costura,,,,,,,,,,,4550,3.783897584,-71.49087801
4861.066,,,,,Soporte externo,,6:00,,,,,,,,,,4550,3.783908061,-71.49090714
4869.782,,4560,12.005,9.65,Soldadura,sin costura,,,,,,,,,,,4560,3.783935972,-71.49098478
4871.302,,,,,Soporte externo,,6:00,,,,,,,,,,4560,3.78394084,-71.49099832
4881.032,,,,,Soporte externo,,6:00,,,,,,,,,,4560,3.783971999,-71.49108498
4881.787,,4570,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,4570,3.783974416,-71.49109171
4891.149,,,,,Soporte externo,,6:00,,,,,,,,,,4570,3.784004397,-71.4911751
4893.824,,4580,12.01,9.65,Soldadura,sin costura,,,,,,,,,,,4580,3.784012964,-71.49119892
4901.310,,,,,Soporte externo,,6:00,,,,,,,,,,4580,3.784036938,-71.4912656
4905.835,,4590,12.008,9.65,Soldadura,sin costura,,,,,,,,,,,4590,3.784051477,-71.49130589
4911.410,,,,,Soporte externo,,6:00,,,,,,,,,,4590,3.784070099,-71.49135527
4917.842,,4600,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,4600,3.784091128,-71.4914124
4921.724,,,,,Soporte externo,,6:00,,,,,,,,,,4600,3.784103474,-71.49144701
4929.865,,4610,12.028,9.65,Soldadura,sin costura,,,,,,,,,,,4610,3.784121197,-71.49152176
4932.240,,,,,Soporte externo,,6:00,,,,,,,,,,4610,3.784125179,-71.49154389
4941.893,,4620,11.989,9.65,Soldadura,sin costura,,,,,,,,,,,4620,3.784141366,-71.49163381
4942.570,,,,,Soporte externo,,6:00,,,,,,,,,,4620,3.784142501,-71.49164012
4952.659,,,,,Soporte externo,,6:00,,,,,,,,,,4620,3.78415931,-71.49173412
4953.882,,4630,11.981,9.65,Soldadura,sin costura,,,,,,,,,,,4630,3.784161327,-71.49174552
4962.737,,,,,Soporte externo,,6:00,,,,,,,,,,4630,3.784175894,-71.49182806
4965.863,,4640,12.011,9.65,Soldadura,sin costura,,,,,,,,,,,4640,3.784181036,-71.4918572
4973.004,,,,,Soporte externo,,6:00,,,,,,,,,,4640,3.784192782,-71.49192377
4977.874,,4650,11.968,9.65,Soldadura,sin costura,,,,,,,,,,,4650,3.784200792,-71.49196916
4983.138,,,,,Soporte externo,,6:00,,,,,,,,,,4650,3.784209451,-71.49201823
4989.842,,4660,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,4660,3.78422048,-71.49208072
4993.222,,,,,Soporte externo,,6:00,,,,,,,,,,4660,3.78422604,-71.49211222
5001.848,,4670,12,9.65,Soldadura,sin costura,,,,,,,,,,,4670,3.784240229,-71.49219263
5003.366,,,,,Soporte externo,,6:00,,,,,,,,,,4670,3.784242726,-71.49220678
5012.745,,,,,Soporte externo,,6:00,,,,,,,,,,4670,3.784258092,-71.49229422
5013.848,,4680,12.016,9.65,Soldadura,sin costura,,,,,,,,,,,4680,3.784259882,-71.4923045
5022.718,,,,,Soporte externo,,6:00,,,,,,,,,,4680,3.784274267,-71.49238722
5025.864,,4690,12.026,9.65,Soldadura,sin costura,,,,,,,,,,,4690,3.784279361,-71.49241656
5033.192,,,,,Soporte externo,,6:00,,,,,,,,,,4690,3.784291226,-71.4924849
5037.890,,4700,12.027,9.65,Soldadura,sin costura,,,,,,,,,,,4700,3.784298832,-71.49252871
5043.173,,,,,Soporte externo,,6:00,,,,,,,,,,4700,3.784307386,-71.49257798
