dist.del reg. [m],a sold.aguas arriba [m],no.de junta,long. de junta [m],esp. [mm],evento / comentario,tipo de sold.,Pos.horaria,pared int.,dim_o,d [%],h [%],Ovality ratio,h [arruga/ond.] [mm],largo [mm],ancho [mm],ERF B31G,Junta No. Full,latitud,longitud
2382.922,,,,,Soporte externo,,6:00,,,,,,,,,,2250,3.78086218,-71.46842055
2391.803,,2260,11.966,9.65,Soldadura,sin costura,,,,,,,,,,,2260,3.780870807,-71.46850414
2393.156,,,,,Soporte externo,,6:00,,,,,,,,,,2260,3.780873159,-71.46851673
2402.813,,,,,Soporte externo,,6:00,,,,,,,,,,2260,3.78089165,-71.4686062
2403.769,,2270,11.998,9.65,Soldadura,sin costura,,,,,,,,,,,2270,3.780894006,-71.46861493
2412.786,,,,,Soporte externo,,6:00,,,,,,,,,,2270,3.780916781,-71.46869718
2415.767,,2280,1.548,9.65,Soldadura,sin costura,,,,,,,,,,,2280,3.780924713,-71.46872426
2417.315,,2290,11.98,9.65,Soldadura,sin costura,,,,,,,,,,,2290,3.780928832,-71.46873832
2422.859,,,,,Soporte externo,,6:00,,,,,,,,,,2290,3.780943585,-71.46878868
2429.295,,2300,11.987,9.65,Soldadura,sin costura,,,,,,,,,,,2300,3.780960672,-71.46884716
2432.932,,,,,Soporte externo,,6:00,,,,,,,,,,2300,3.780969919,-71.46888032
2441.282,,2310,6.564,9.65,Soldadura,sin costura,,,,,,,,,,,2310,3.780989752,-71.4689568
2443.187,,,,,Soporte externo,,6:00,,,,,,,,,,2310,3.78099365,-71.4689744
2447.846,,2320,12.015,9.65,Soldadura,sin costura,,,,,,,,,,,2320,3.781003184,-71.46901746
2449.860,-2.014,,,,Anomalía  / Anomalía de Manufactura,,8:40,INT,PITT,12,,,,11,15,0.43,2320,3.781006737,-71.46903619
2453.152,,,,,Soporte externo,,6:00,,,,,,,,,,2320,3.781012495,-71.46906681
2459.862,,2330,9.635,9.65,Soldadura,sin costura,,,,,,,,,,,2330,3.781024506,-71.46912918
2462.639,-2.777,,,,Anomalía  / Anomalía de Manufactura,,8:14,INT,PITT,12,,,,12,15,0.43,2330,3.781029673,-71.46915495
2463.292,,,,,Soporte externo,,6:00,,,,,,,,,,2330,3.781030888,-71.46916101
2469.497,,2340,2.412,9.65,Soldadura,sin costura,,,,,,,,,,,2340,3.781042528,-71.46921858
2471.909,,2350,4.97,9.65,Soldadura,sin costura,,,,,,,,,,,2350,3.781047103,-71.46924095
2473.461,,,,,Soporte externo,,6:00,,,,,,,,,,2350,3.781050047,-71.46925534
2476.879,,2360,11.978,9.65,Soldadura,sin costura,,,,,,,,,,,2360,3.78105651,-71.46928704
2483.509,,,,,Soporte externo,,6:00,,,,,,,,,,2360,3.781068839,-71.46934857
2488.858,,2370,11.993,9.65,Soldadura,sin costura,,,,,,,,,,,2370,3.781078749,-71.46939822
2493.474,,,,,Soporte externo,,6:00,,,,,,,,,,2370,3.781087276,-71.46944108
2500.850,,2380,5.35,9.65,Soldadura,sin costura,,,,,,,,,,,2380,3.781100901,-71.46950955
2503.522,,,,,Soporte externo,,6:00,,,,,,,,,,2380,3.781105837,-71.46953436
2506.200,,2390,12.023,9.65,Soldadura,sin costura,,,,,,,,,,,2390,3.781110783,-71.46955922
2513.921,,,,,Soporte externo,,6:00,,,,,,,,,,2390,3.781125045,-71.4696309
2518.223,,2400,12.041,9.65,Soldadura,sin costura,,,,,,,,,,,2400,3.781132851,-71.46967086
2524.005,,,,,Soporte externo,,6:00,,,,,,,,,,2400,3.781143307,-71.46972458
2530.263,,2410,5.116,9.65,Soldadura,sin costura,,,,,,,,,,,2410,3.781154124,-71.46978282
2534.009,,,,,Soporte externo,,6:00,,,,,,,,,,2410,3.781160592,-71.46981768
2535.379,,2420,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,2420,3.781162949,-71.46983043
2543.846,,,,,Soporte externo,,6:00,,,,,,,,,,2420,3.781177314,-71.46990928
2547.403,,2430,6.866,9.65,Soldadura,sin costura,,,,,,,,,,,2430,3.781182838,-71.46994249
2554.269,,2440,12.045,9.65,Soldadura,sin costura,,,,,,,,,,,2440,3.781188012,-71.47000678
2555.112,,,,,Soporte externo,,6:00,,,,,,,,,,2440,3.78118722,-71.47001472
2565.406,,,,,Soporte externo,,6:00,,,,,,,,,,2440,3.781167144,-71.47010919
2566.314,,2450,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,2450,3.781164044,-71.47011721
2567.828,,,,,Marcador sobre el Terreno  / Pole No. 3,,,,,,,,,,,,2450,3.781158874,-71.47013057
2575.296,,,,,Soporte externo,,6:00,,,,,,,,,,2450,3.781133377,-71.4701965
2578.331,,2460,11.999,9.65,Soldadura,sin costura,,,,,,,,,,,2460,3.781123015,-71.4702233
2585.217,,,,,Soporte externo,,6:00,,,,,,,,,,2460,3.781099642,-71.47028414
2590.330,,2470,6.91,9.65,Soldadura,sin costura,,,,,,,,,,,2470,3.781082687,-71.47032946
2595.428,,,,,Soporte externo,,6:00,,,,,,,,,,2470,3.781068119,-71.47037546
2597.240,,2480,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,2480,3.781062941,-71.47039181
2605.542,,,,,Soporte externo,,6:00,,,,,,,,,,2480,3.781046482,-71.47046854
2609.265,,2490,12.227,9.65,Soldadura,sin costura,,,,,,,,,,,2490,3.781040784,-71.47050328
2621.492,,2500,12.202,9.65,Soldadura,sin costura,,,,,,,,,,,2500,3.781035675,-71.47061884
2633.694,,2510,12.179,9.65,Soldadura,sin costura,,,,,,,,,,,2510,3.781040144,-71.4707342
2645.873,,2520,12.208,9.65,Soldadura,sin costura,,,,,,,,,,,2520,3.78104804,-71.47084921
2658.082,,2530,6.126,9.65,Soldadura,sin costura,,,,,,,,,,,2530,3.78105629,-71.47096448
2660.790,,,,,Soporte externo,,6:00,,,,,,,,,,2530,3.781058123,-71.47099005
2662.329,,,,,Soporte externo,,6:00,,,,,,,,,,2530,3.781059164,-71.47100458
2664.207,,2540,12.02,9.65,Soldadura,sin costura,,,,,,,,,,,2540,3.781060435,-71.47102231
2673.536,,,,,Soporte externo,,6:00,,,,,,,,,,2540,3.781066654,-71.47111039
2675.086,,,,,Soporte externo,,6:00,,,,,,,,,,2540,3.781067683,-71.47112503
2676.228,,2550,12.014,9.65,Soldadura,sin costura,,,,,,,,,,,2550,3.781068424,-71.47113581
2684.993,,,,,Soporte externo,,6:00,,,,,,,,,,2550,3.781074115,-71.47121858
2686.534,,,,,Soporte externo,,6:00,,,,,,,,,,2550,3.781075116,-71.47123313
2688.242,,2560,12.023,9.65,Soldadura,sin costura,,,,,,,,,,,2560,3.781076224,-71.47124926
2695.268,,,,,Soporte externo,,6:00,,,,,,,,,,2560,3.781080786,-71.47131561
2700.265,,2570,11.072,9.65,Soldadura,sin costura,,,,,,,,,,,2570,3.78108403,-71.4713628
2703.431,,,,,Soporte externo,,6:00,,,,,,,,,,2570,3.781086087,-71.47139269
2704.582,,,,,Soporte externo,,6:00,,,,,,,,,,2570,3.781086912,-71.47140356
2711.338,,2580,12.015,9.65,Soldadura,sin costura,,,,,,,,,,,2580,3.78109175,-71.47146732
2714.835,,,,,Soporte externo,,6:00,,,,,,,,,,2580,3.781094277,-71.47150033
2723.353,,2590,11.994,9.65,Soldadura,sin costura,,,,,,,,,,,2590,3.781100479,-71.47158071
2725.129,,,,,Soporte externo,,6:00,,,,,,,,,,2590,3.781101773,-71.47159747
2734.150,,,,,Soporte externo,,6:00,,,,,,,,,,2590,3.781108341,-71.47168261
2735.347,,2600,11.978,9.65,Soldadura,sin costura,,,,,,,,,,,2600,3.781109213,-71.4716939
2747.325,,2610,11.989,9.65,Soldadura,sin costura,,,,,,,,,,,2610,3.781117933,-71.47180695
2755.089,-7.764,,,,Anomalía  / Corrosión,,6:43,EXT,PITT,11,,,,44,28,0.43,2610,3.781123586,-71.47188022
2759.313,,2620,11.986,9.65,Soldadura,sin costura,,,,,,,,,,,2620,3.781126662,-71.47192008
2766.990,-7.677,,,,Anomalía  / Corrosión,,5:19,EXT,PITT,17,,,,47,25,0.44,2620,3.781132252,-71.47199253
2767.943,-8.63,,,,Anomalía  / Corrosión,,1:30,EXT,PITT,13,,,,29,30,0.43,2620,3.781132946,-71.47200153
2771.299,,2630,11.985,9.65,Soldadura,sin costura,,,,,,,,,,,2630,3.781135367,-71.4720332
2779.395,,,,,Soporte externo,,6:00,,,,,,,,,,2630,3.781141136,-71.47210961
2783.285,,2640,4.094,9.65,Soldadura,sin costura,,,,,,,,,,,2640,3.781143785,-71.47214634
2787.378,,2650,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,2650,3.781146573,-71.47218498
2789.883,,,,,Soporte externo,,6:00,,,,,,,,,,2650,3.781148279,-71.47220863
2799.401,,2660,12.005,9.65,Soldadura,sin costura,,,,,,,,,,,2660,3.781154762,-71.47229849
2799.997,,,,,Soporte externo,,6:00,,,,,,,,,,2660,3.781155168,-71.47230411
2809.973,,,,,Soporte externo,,6:00,,,,,,,,,,2660,3.781161962,-71.4723983
2811.405,,2670,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,2670,3.781162937,-71.47241182
2820.126,,,,,Soporte externo,,6:00,,,,,,,,,,2670,3.781168966,-71.47249414
2823.411,,2680,6.928,9.65,Soldadura,sin costura,,,,,,,,,,,2680,3.781171308,-71.47252515
2829.441,,,,,Soporte externo,,6:00,,,,,,,,,,2680,3.781175624,-71.47258206
2830.339,,2690,12.031,9.65,Soldadura,sin costura,,,,,,,,,,,2690,3.78117627,-71.47259054
2840.551,,,,,Soporte externo,,6:00,,,,,,,,,,2690,3.781181235,-71.47268703
2842.370,,2700,12.039,9.65,Soldadura,sin costura,,,,,,,,,,,2700,3.781181525,-71.47270424
2850.790,,,,,Soporte externo,,6:00,,,,,,,,,,2700,3.781179995,-71.47278389
2854.408,,2710,8.554,9.65,Soldadura,sin costura,,,,,,,,,,,2710,3.781178504,-71.47281811
2860.932,,,,,Soporte externo,,6:00,,,,,,,,,,2710,3.781175815,-71.4728798
2862.962,,2720,12.035,9.65,Soldadura,sin costura,,,,,,,,,,,2720,3.781174978,-71.472899
2871.212,,,,,Soporte externo,,6:00,,,,,,,,,,2720,3.781171578,-71.47297701
2874.998,,2730,3.294,9.65,Soldadura,sin costura,,,,,,,,,,,2730,3.781170018,-71.47301282
2878.292,,2740,12.048,9.65,Soldadura,sin costura,,,,,,,,,,,2740,3.78116866,-71.47304396
2881.457,,,,,Soporte externo,,6:00,,,,,,,,,,2740,3.781167356,-71.47307389
2890.340,,2750,9.373,9.65,Soldadura,sin costura,,,,,,,,,,,2750,3.781163509,-71.47315789
2891.178,,,,,Soporte externo,,6:00,,,,,,,,,,2750,3.78116314,-71.47316581
2899.713,,2760,11.98,9.65,Soldadura,sin costura,,,,,,,,,,,2760,3.78115936,-71.47324651
2900.255,,,,,Soporte externo,,6:00,,,,,,,,,,2760,3.78115912,-71.47325163
2908.288,,,,,Soporte externo,,6:00,,,,,,,,,,2760,3.781155556,-71.47332759
2911.693,,2770,12.018,9.65,Soldadura,sin costura,,,,,,,,,,,2770,3.781154046,-71.47335978
2918.906,,,,,Soporte externo,,6:00,,,,,,,,,,2770,3.781150802,-71.47342798
2920.442,,,,,Soporte externo,,6:00,,,,,,,,,,2770,3.781150111,-71.4734425
2923.711,,2780,10.568,9.65,Soldadura,sin costura,,,,,,,,,,,2780,3.78114851,-71.4734734
2933.448,,,,,Soporte externo,,6:00,,,,,,,,,,2780,3.781143506,-71.47356543
2934.279,,2790,11.636,9.65,Soldadura,sin costura,,,,,,,,,,,2790,3.781143079,-71.47357328
2934.997,,,,,Soporte externo,,6:00,,,,,,,,,,2790,3.78114271,-71.47358007
2945.471,,,,,Soporte externo,,6:00,,,,,,,,,,2790,3.781137327,-71.47367907
2945.915,,2800,12.002,9.65,Soldadura,sin costura,,,,,,,,,,,2800,3.781137099,-71.47368326
2956.264,,,,,Soporte externo,,6:00,,,,,,,,,,2800,3.781131781,-71.47378107
2957.917,,2810,11.989,9.65,Soldadura,sin costura,,,,,,,,,,,2810,3.781130931,-71.4737967
2966.386,,,,,Soporte externo,,6:00,,,,,,,,,,2810,3.781126424,-71.47387673
2969.906,,2820,11.976,9.65,Soldadura,sin costura,,,,,,,,,,,2820,3.781124506,-71.47391
2976.661,,,,,Accesorio de tubería  / aditamento,,9:00,,,,,,,,,,2820,3.781120623,-71.47397382
2981.882,,2830,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,2830,3.781117622,-71.47402315
2986.731,,,,,Soporte externo,,6:00,,,,,,,,,,2830,3.781114835,-71.47406896
2993.883,,2840,12.046,9.65,Soldadura,sin costura,,,,,,,,,,,2840,3.781110764,-71.47413653
2996.920,,,,,Soporte externo,,6:00,,,,,,,,,,2840,3.781109039,-71.47416523
3005.929,,2850,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,2850,3.781103995,-71.47425035
3007.212,,,,,Soporte externo,,6:00,,,,,,,,,,2850,3.781103278,-71.47426248
3017.307,,,,,Soporte externo,,6:00,,,,,,,,,,2850,3.781097631,-71.47435786
3017.959,,2860,11.962,9.65,Soldadura,sin costura,,,,,,,,,,,2860,3.781097267,-71.47436402
3027.509,,,,,Soporte externo,,6:00,,,,,,,,,,2860,3.781092004,-71.47445426
3029.922,,2870,11.967,9.65,Soldadura,sin costura,,,,,,,,,,,2870,3.781090786,-71.47447707
3037.590,,,,,Soporte externo,,6:00,,,,,,,,,,2870,3.781086935,-71.47454955
3041.889,,2880,12.008,9.65,Soldadura,sin costura,,,,,,,,,,,2880,3.781084803,-71.47459019
3047.719,,,,,Soporte externo,,6:00,,,,,,,,,,2880,3.781081912,-71.47464529
3053.897,,2890,12.035,9.65,Soldadura,sin costura,,,,,,,,,,,2890,3.781078847,-71.47470369
3057.919,,,,,Soporte externo,,6:00,,,,,,,,,,2890,3.781076853,-71.47474171
3065.933,,2900,11.987,9.65,Soldadura,sin costura,,,,,,,,,,,2900,3.781072879,-71.47481746
3068.061,,,,,Soporte externo,,6:00,,,,,,,,,,2900,3.781071824,-71.47483757
3077.920,,2910,11.943,9.65,Soldadura,sin costura,,,,,,,,,,,2910,3.781066935,-71.47493077
3078.933,,,,,Soporte externo,,6:00,,,,,,,,,,2910,3.781066432,-71.47494034
3087.802,,,,,Soporte externo,,6:00,,,,,,,,,,2910,3.781062034,-71.47502417
3089.863,,2920,11.979,9.65,Soldadura,sin costura,,,,,,,,,,,2920,3.781061012,-71.47504366
3098.202,,,,,Soporte externo,,6:00,,,,,,,,,,2920,3.781057206,-71.4751225
3101.842,,2930,3.928,9.65,Soldadura,sin costura,,,,,,,,,,,2930,3.781055616,-71.47515691
3105.770,,2940,11.982,9.65,Soldadura,sin costura,,,,,,,,,,,2940,3.781053934,-71.47519406
3108.272,,,,,Soporte externo,,6:00,,,,,,,,,,2940,3.781052864,-71.47521771
3117.752,,2950,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,2950,3.781048811,-71.47530735
3119.033,,,,,Soporte externo,,6:00,,,,,,,,,,2950,3.781048264,-71.47531947
3128.650,,,,,Soporte externo,,6:00,,,,,,,,,,2950,3.781044152,-71.4754104
3129.758,,2960,11.992,9.65,Soldadura,sin costura,,,,,,,,,,,2960,3.781043679,-71.47542088
3135.974,-6.216,,,,Anomalía  / Anomalía de Manufactura,,7:53,INT,PITT,15,,,,11,15,0.43,2960,3.781039916,-71.4754796
3138.789,,,,,Soporte externo,,6:00,,,,,,,,,,2960,3.781038134,-71.47550618
3141.749,,2970,11.991,9.65,Soldadura,sin costura,,,,,,,,,,,2970,3.781036097,-71.47553412
3148.906,,,,,Soporte externo,,6:00,,,,,,,,,,2970,3.781030858,-71.47560167
3153.740,,2980,4.587,9.65,Soldadura,sin costura,,,,,,,,,,,2980,3.78102732,-71.47564728
3158.327,,2990,11.959,9.65,Soldadura,sin costura,,,,,,,,,,,2990,3.781023963,-71.47569057
3159.103,,,,,Soporte externo,,6:00,,,,,,,,,,2990,3.781023397,-71.4756979
3165.480,-7.153,,,,Anomalía  / Corrosión,,10:13,EXT,GENE,13,,,,38,52,0.43,2990,3.78102104,-71.47575821
3165.743,-7.416,,,,Anomalía  / Corrosión,,9:58,EXT,PITT,10,,,,10,15,0.43,2990,3.781020942,-71.4757607
3165.749,-7.422,,,,Anomalía  / Corrosión,,10:22,EXT,AXGR,17,,,,36,15,0.44,2990,3.78102094,-71.47576075
3165.768,-7.441,,,,Anomalía  / Corrosión,,9:35,EXT,CIGR,11,,,,15,45,0.43,2990,3.781020933,-71.47576093
3165.794,-7.467,,,,Anomalía  / Corrosión,,9:15,EXT,CIGR,10,,,,15,43,0.43,2990,3.781020924,-71.47576118
3165.800,-7.473,,,,Anomalía  / Corrosión,,9:56,EXT,PITT,22,,,,11,15,0.43,2990,3.781020921,-71.47576124
3165.853,-7.526,,,,Anomalía  / Corrosión,,10:16,EXT,CISL,11,,,,8,15,0.43,2990,3.781020902,-71.47576174
3165.877,-7.55,,,,Anomalía  / Corrosión  / nota 2,,10:35,EXT,GENE,24,,,,33,49,0.44,2990,3.781020893,-71.47576196
3165.877,-7.55,,,,Anomalía  / Corrosión  / nota 2,,9:49,EXT,CIGR,32,,,,20,88,0.43,2990,3.781020893,-71.47576196
3166.080,-7.753,,,,Anomalía  / Corrosión,,6:40,EXT,PITT,14,,,,17,16,0.43,2990,3.781020818,-71.47576388
3166.601,-8.274,,,,Anomalía  / Corrosión,,3:11,EXT,PITT,13,,,,19,35,0.43,2990,3.781020625,-71.47576881
3166.639,-8.312,,,,Anomalía  / Corrosión,,7:02,EXT,GENE,10,,,,32,81,0.43,2990,3.781020611,-71.47576917
3166.643,-8.316,,,,Anomalía  / Corrosión,,3:49,EXT,AXGR,19,,,,34,16,0.44,2990,3.78102061,-71.47576921
3166.646,-8.319,,,,Anomalía  / Corrosión,,4:16,EXT,CIGR,13,,,,23,47,0.43,2990,3.781020609,-71.47576924
3166.648,-8.321,,,,Anomalía  / Corrosión,,5:49,EXT,GENE,12,,,,46,48,0.44,2990,3.781020608,-71.47576926
3166.698,-8.371,,,,Anomalía  / Corrosión,,6:46,EXT,PITT,16,,,,10,15,0.43,2990,3.781020589,-71.47576973
3166.739,-8.412,,,,Anomalía  / Corrosión,,3:59,EXT,CIGR,14,,,,14,29,0.43,2990,3.781020574,-71.47577012
3167.313,-8.986,,,,Anomalía  / Corrosión,,2:53,EXT,PITT,19,,,,25,20,0.43,2990,3.781020362,-71.47577555
3167.464,-9.137,,,,Anomalía  / Corrosión,,1:33,EXT,AXGR,16,,,,42,16,0.44,2990,3.781020306,-71.47577698
3167.489,-9.162,,,,Anomalía  / Corrosión,,2:14,EXT,PITT,31,,,,16,30,0.43,2990,3.781020297,-71.47577721
3168.425,-10.098,,,,Anomalía  / Corrosión,,1:35,EXT,GENE,22,,,,50,40,0.44,2990,3.781019951,-71.47578606
3170.287,,3000,11.997,9.65,Soldadura,sin costura,,,,,,,,,,,3000,3.7810193,-71.47580368
3182.284,,3010,11.97,9.65,Soldadura,sin costura,,,,,,,,,,,3010,3.78101513,-71.47591716
3194.254,,3020,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,3020,3.781010969,-71.47603038
3195.440,,,,,Soporte externo,,6:00,,,,,,,,,,3020,3.781010556,-71.4760416
3205.541,,,,,Soporte externo,,6:00,,,,,,,,,,3020,3.781007045,-71.47613715
3206.283,,3030,10.249,9.65,Soldadura,sin costura,,,,,,,,,,,3030,3.781006787,-71.47614416
3215.550,,,,,Soporte externo,,6:00,,,,,,,,,,3030,3.781008892,-71.47623185
3216.533,,3040,11.993,9.65,Soldadura,sin costura,,,,,,,,,,,3040,3.781010471,-71.47624092
3218.582,-2.049,,,,Anomalía  / abolladura plana,,10:00,N/A,,,1.2,,,108,122,,3040,3.781016574,-71.47625933
3218.788,-2.255,,,,Anomalía  / abolladura plana,,10:00,N/A,,,1.2,,,89,122,,3040,3.781017188,-71.47626118
3225.647,,,,,Soporte externo,,6:00,,,,,,,,,,3040,3.781037891,-71.47632269
3228.526,,3050,12.035,9.65,Soldadura,sin costura,,,,,,,,,,,3050,3.781050148,-71.47634703
3235.875,,,,,Soporte externo,,6:00,,,,,,,,,,3050,3.781081593,-71.47640907
3240.561,,3060,12.043,9.65,Soldadura,sin costura,,,,,,,,,,,3060,3.781102311,-71.47644829
3246.067,,,,,Soporte externo,,6:00,,,,,,,,,,3060,3.781127079,-71.47649414
3252.604,,3070,10.5,9.65,Soldadura,sin costura,,,,,,,,,,,3070,3.781157641,-71.47654794
3256.347,,,,,Soporte externo,,6:00,,,,,,,,,,3070,3.781175142,-71.47657875
3263.104,,3080,12.021,9.65,Soldadura,sin costura,,,,,,,,,,,3080,3.781206737,-71.47663436
3266.514,,,,,Soporte externo,,6:00,,,,,,,,,,3080,3.78122268,-71.47666242
3275.124,,3090,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,3090,3.781262935,-71.47673328
3276.620,,,,,Soporte externo,,6:00,,,,,,,,,,3090,3.781269929,-71.4767456
3287.154,,3100,12.043,9.65,Soldadura,sin costura,,,,,,,,,,,3100,3.781319181,-71.47683229
3287.554,,,,,Soporte externo,,6:00,,,,,,,,,,3100,3.781321052,-71.47683558
3297.571,,,,,Soporte externo,,6:00,,,,,,,,,,3100,3.781367886,-71.47691802
3299.197,,3110,12.029,9.65,Soldadura,sin costura,,,,,,,,,,,3110,3.781375489,-71.47693141
3308.131,,,,,Soporte externo,,6:00,,,,,,,,,,3110,3.781417261,-71.47700493
3311.227,,3120,12.034,9.65,Soldadura,sin costura,,,,,,,,,,,3120,3.781431747,-71.47703041
3318.370,,,,,Soporte externo,,6:00,,,,,,,,,,3120,3.781465332,-71.47708909
3323.261,,3130,12.016,9.65,Soldadura,sin costura,,,,,,,,,,,3130,3.781488365,-71.47712925
3328.647,,,,,Soporte externo,,6:00,,,,,,,,,,3130,3.781513757,-71.47717345
3335.277,,3140,6.026,9.65,Soldadura,sin costura,,,,,,,,,,,3140,3.781545013,-71.47722787
3338.762,,,,,Soporte externo,,6:00,,,,,,,,,,3140,3.781561443,-71.47725647
3341.302,,3150,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,3150,3.781573417,-71.47727732
3347.119,,,,,"Toma  / 1""",,0:00,,,,,,,,,,3150,3.781600838,-71.47732507
3348.807,,,,,Soporte externo,,6:00,,,,,,,,,,3150,3.781608795,-71.47733892
3353.319,,3160,11.982,9.65,Soldadura,sin costura,,,,,,,,,,,3160,3.781630067,-71.47737596
3358.987,,,,,Soporte externo,,6:00,,,,,,,,,,3160,3.781656788,-71.47742248
3365.301,,3170,11.983,9.65,Soldadura,sin costura,,,,,,,,,,,3170,3.781686555,-71.4774743
3369.135,,,,,Soporte externo,,6:00,,,,,,,,,,3170,3.78170463,-71.47750577
3377.284,,3180,2.042,9.65,Soldadura,sin costura,,,,,,,,,,,3180,3.781743048,-71.47757266
3379.326,,3190,12.031,9.65,Soldadura,sin costura,,,,,,,,,,,3190,3.781752674,-71.47758942
3379.789,,,,,Soporte externo,,6:00,,,,,,,,,,3190,3.781754857,-71.47759322
3389.840,,,,,Soporte externo,,6:00,,,,,,,,,,3190,3.781802238,-71.47767572
3391.357,,3200,3.371,9.65,Soldadura,sin costura,,,,,,,,,,,3200,3.78180939,-71.47768817
3394.728,,3210,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,3210,3.781825282,-71.47771584
3400.042,,,,,Soporte externo,,6:00,,,,,,,,,,3210,3.781850335,-71.47775945
3406.752,,3220,12.062,9.65,Soldadura,sin costura,,,,,,,,,,,3220,3.781881968,-71.47781453
3410.187,-3.435,,,,Anomalía  / Anomalía de Manufactura,,7:57,INT,PITT,11,,,,12,15,0.43,3220,3.781898161,-71.47784272
3410.240,,,,,Soporte externo,,6:00,,,,,,,,,,3220,3.78189841,-71.47784316
3418.814,,3230,12.019,9.65,Soldadura,sin costura,,,,,,,,,,,3230,3.78193883,-71.47791353
3420.396,,,,,Soporte externo,,6:00,,,,,,,,,,3230,3.781946288,-71.47792652
3429.929,,,,,Soporte externo,,6:00,,,,,,,,,,3230,3.781991195,-71.47800479
3430.832,,3240,11.977,9.65,Soldadura,sin costura,,,,,,,,,,,3240,3.781995445,-71.4780122
3436.179,-5.347,,,,Anomalía  / Anomalía de Manufactura,,10:58,INT,PITT,10,,,,13,15,0.43,3240,3.78202056,-71.47805614
3440.029,,,,,Soporte externo,,6:00,,,,,,,,,,3240,3.782038568,-71.47808782
3442.809,,3250,11.955,9.65,Soldadura,sin costura,,,,,,,,,,,3250,3.782051571,-71.4781107
3450.213,,,,,Soporte externo,,6:00,,,,,,,,,,3250,3.782086202,-71.47817163
3454.764,,3260,11.975,9.65,Soldadura,sin costura,,,,,,,,,,,3260,3.782107489,-71.47820908
3460.238,,,,,Soporte externo,,6:00,,,,,,,,,,3260,3.782133092,-71.47825412
3466.740,,3270,4.28,9.65,Soldadura,sin costura,,,,,,,,,,,3270,3.782163504,-71.47830763
3470.068,,,,,Soporte externo,,6:00,,,,,,,,,,3270,3.782179071,-71.47833501
3471.020,,3280,12.042,9.65,Soldadura,sin costura,,,,,,,,,,,3280,3.782183523,-71.47834285
3480.365,,,,,Soporte externo,,6:00,,,,,,,,,,3280,3.782226819,-71.47841998
3483.062,,3290,12.02,9.65,Soldadura,sin costura,,,,,,,,,,,3290,3.782239294,-71.47844225
3490.529,,,,,Soporte externo,,6:00,,,,,,,,,,3290,3.782273827,-71.47850392
3495.082,,3300,11.959,9.65,Soldadura,sin costura,,,,,,,,,,,3300,3.782294881,-71.47854153
3500.646,,,,,Soporte externo,,6:00,,,,,,,,,,3300,3.78232061,-71.47858748
3507.042,,3310,12.023,9.65,Soldadura,sin costura,,,,,,,,,,,3310,3.782350189,-71.4786403
3510.857,,,,,Soporte externo,,6:00,,,,,,,,,,3310,3.782367832,-71.47867181
3519.065,,3320,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,3320,3.782405788,-71.4787396
3521.060,,,,,Soporte externo,,6:00,,,,,,,,,,3320,3.782415013,-71.47875607
3531.090,,3330,4.469,9.65,Soldadura,sin costura,,,,,,,,,,,3330,3.782461395,-71.47883891
3531.371,,,,,Soporte externo,,6:00,,,,,,,,,,3330,3.782462694,-71.47884123
3535.559,,3340,11.982,9.65,Soldadura,sin costura,,,,,,,,,,,3340,3.782482062,-71.47887582
3541.574,,,,,Soporte externo,,6:00,,,,,,,,,,3340,3.782510107,-71.47892537
3547.541,,3350,12.007,9.65,Soldadura,sin costura,,,,,,,,,,,3350,3.782538181,-71.47897438
3551.771,,,,,Soporte externo,,6:00,,,,,,,,,,3350,3.782558138,-71.47900909
3558.667,,,,,Accesorio de tubería  / aditamento,,9:00,,,,,,,,,,3350,3.782590691,-71.47906566
3559.548,,3360,8.239,9.65,Soldadura,sin costura,,,,,,,,,,,3360,3.78259485,-71.47907289
3561.982,,,,,Soporte externo,,6:00,,,,,,,,,,3360,3.78260634,-71.47909286
3567.787,,3370,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,3370,3.782633742,-71.47914049
3572.143,,,,,Soporte externo,,6:00,,,,,,,,,,3370,3.782654305,-71.47917623
3572.230,-4.443,,,,Anomalía  / Corrosión  / nota 1,,6:25,EXT,PITT,10,,,,13,16,0.43,3370,3.782654715,-71.47917694
3579.804,,3380,12.007,9.65,Soldadura,sin costura,,,,,,,,,,,3380,3.782690274,-71.47923919
3582.429,,,,,Soporte externo,,6:00,,,,,,,,,,3380,3.7827025,-71.47926082
3589.073,,,,,Marcador sobre el Terreno  / Pole No. 4,,,,,,,,,,,,3380,3.782733354,-71.47931562
3591.811,,3390,12.003,9.65,Soldadura,sin costura,,,,,,,,,,,3390,3.782746019,-71.47933823
