distancia_m,profundidad_mm,corrida_ILI,tipo_defecto,largo,ancho,latitud,longitud,posicion_horaria_hh_mm,tipo_anomalia,posicion_pared,reduccion_diametro_o_deformacion_porcentaje,comentarios,junta_anterior_m,junta_posterior_m,estado_A_I_R
46537.835,0.838,ROSEN2013,PITT,42,25,5.15986981,-72.5717196,23:00,Corrosión,EXT,0,indicaciones adicionales,46528.098,46539.715,A
46538.065,0.838,ROSEN2013,AXGR,50,18,5.15986788,-72.57172028,0:00,Corrosión,EXT,0,indicaciones adicionales,46528.098,46539.715,A
46539.503,0.838,ROSEN2013,PITT,35,18,5.15985586,-72.57172459,1:00,Corrosión,EXT,0,indicaciones adicionales,46528.098,46539.715,A
46715.799,0.838,ROSEN2013,CISL,20,18,5.15836229,-72.57222691,2:00,Corrosión,EXT,0,indicaciones adicionales,46708.135,46719.5,A
46717.751,0.838,ROSEN2013,PITT,31,32,5.15834572,-72.57223234,3:00,Corrosión,EXT,0,indicaciones adicionales,46708.135,46719.5,A
46717.92,0.838,ROSEN2013,PITT,23,31,5.15834429,-72.57223281,4:00,Corrosión,EXT,0,indicaciones adicionales,46708.135,46719.5,A
46718.122,0.9218,ROSEN2013,PITT,23,20,5.15834258,-72.57223337,5:00,Corrosión,EXT,0,indicaciones adicionales,46708.135,46719.5,A
46859.475,0.838,ROSEN2013,CISL,17,18,5.15714197,-72.57262256,6:00,Corrosión,EXT,0,indicaciones adicionales,46851.027,46862.394,A
46889.544,0.9218,ROSEN2013,PITT,23,19,5.15688695,-72.57270524,7:00,Corrosión,EXT,0,indicaciones adicionales,46884.994,46897.329,A
47110.538,0.838,ROSEN2013,PITT,27,26,5.15501279,-72.57331943,8:00,Corrosión,EXT,0,indicaciones adicionales,47100.509,47112.81,A
47299.239,1.0056,ROSEN2013,GENE,71,48,5.15341158,-72.57384858,9:00,Corrosión,EXT,0,indicaciones adicionales,47291.615,47303.895,A
47358.01,0.838,ROSEN2013,PITT,61,71,5.15291191,-72.57401077,10:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47358.01,0.838,ROSEN2013,PITT,61,31,5.15291191,-72.57401077,11:00,Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47358.023,0.838,ROSEN2013,PITT,25,20,5.1529118,-72.5740108,12:00,Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47358.819,0.838,ROSEN2013,PITT,31,29,5.15290504,-72.57401303,13:00,Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47359.312,0.838,ROSEN2013,PITT,49,64,5.15290085,-72.57401442,14:00,Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47359.712,0.838,ROSEN2013,PITT,46,47,5.15289746,-72.57401554,15:00,Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47359.712,0.838,ROSEN2013,PITT,54,87,5.15289746,-72.57401554,16:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47359.712,0.838,ROSEN2013,AXGR,54,18,5.15289746,-72.57401554,17:00,Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47360.231,0.9218,ROSEN2013,PITT,50,66,5.15289305,-72.57401699,18:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47360.231,0.838,ROSEN2013,PITT,50,22,5.15289305,-72.57401699,19:00,Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47360.231,0.9218,ROSEN2013,PITT,38,25,5.15289305,-72.57401699,20:00,Corrosión,EXT,0,indicaciones adicionales,47353.112,47365.374,A
47400.574,0.838,ROSEN2013,PITT,25,18,5.15255053,-72.57413001,21:00,Corrosión,EXT,0,indicaciones adicionales,47398.009,47410.277,A
47409.024,0.838,ROSEN2013,PITT,55,29,5.15247867,-72.57415329,22:00,Corrosión,EXT,0,indicaciones adicionales,47398.009,47410.277,A
47668.11,0.838,ROSEN2013,PITT,25,25,5.1502746,-72.57485112,23:00,Corrosión,EXT,0,indicaciones adicionales,47658.031,47670.319,A
47755.773,0.838,ROSEN2013,PITT,56,40,5.14953068,-72.57509084,0:00,Corrosión,EXT,0,indicaciones adicionales,47754.353,47766.704,A
47759.323,0.838,ROSEN2013,PITT,30,24,5.14950051,-72.57510071,1:00,Corrosión,EXT,0,indicaciones adicionales,47754.353,47766.704,A
47760.363,0.9218,ROSEN2013,AXGR,166,34,5.14949168,-72.57510361,2:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,47754.353,47766.704,A
47760.363,0.9218,ROSEN2013,AXGR,90,20,5.14949168,-72.57510361,3:00,Corrosión,EXT,0,indicaciones adicionales,47754.353,47766.704,A
47760.486,0.838,ROSEN2013,PITT,43,23,5.14949063,-72.57510396,4:00,Corrosión,EXT,0,indicaciones adicionales,47754.353,47766.704,A
47931.301,0.9218,ROSEN2013,PITT,22,18,5.14807919,-72.57567804,5:00,Corrosión,EXT,0,indicaciones adicionales,47922.441,47934.671,A
47933.846,1.0056,ROSEN2013,AXGR,68,18,5.1480589,-72.57568831,6:00,Corrosión,EXT,0,indicaciones adicionales,47922.441,47934.671,A
48274.938,1.5922,ROSEN2013,PITT,54,32,5.14535992,-72.57706625,7:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48274.938,1.5922,ROSEN2013,PITT,247,107,5.14535992,-72.57706625,8:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48274.993,0.838,ROSEN2013,CISL,17,18,5.14535952,-72.57706654,9:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.011,0.838,ROSEN2013,PITT,64,34,5.14535939,-72.57706663,10:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.021,0.9218,ROSEN2013,PITT,47,30,5.14535932,-72.57706668,11:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.093,0.9218,ROSEN2013,PITT,69,41,5.14535879,-72.57706706,12:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.103,1.0056,ROSEN2013,PITT,31,27,5.14535872,-72.57706711,13:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.167,0.838,ROSEN2013,CISL,18,18,5.14535826,-72.57706744,14:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.323,1.0056,ROSEN2013,CISL,392,131,5.14535712,-72.57706825,15:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.323,0.838,ROSEN2013,CISL,18,25,5.14535712,-72.57706825,16:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.346,1.0056,ROSEN2013,CISL,19,18,5.14535696,-72.57706837,17:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.353,0.838,ROSEN2013,CISL,17,18,5.14535691,-72.57706841,18:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.396,0.838,ROSEN2013,PITT,38,36,5.14535659,-72.57706863,19:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.407,0.9218,ROSEN2013,PITT,27,21,5.14535651,-72.57706869,20:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.462,0.9218,ROSEN2013,AXGR,74,26,5.14535612,-72.57706898,21:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.478,0.9218,ROSEN2013,PITT,56,51,5.145356,-72.57706906,22:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.557,0.9218,ROSEN2013,PITT,22,18,5.14535543,-72.57706947,23:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.601,0.838,ROSEN2013,PITT,28,20,5.14535511,-72.5770697,0:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.602,0.9218,ROSEN2013,CISL,19,23,5.1453551,-72.57706971,1:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.668,0.9218,ROSEN2013,PITT,47,18,5.14535462,-72.57707005,2:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.771,1.0056,ROSEN2013,PITT,63,32,5.14535387,-72.57707059,3:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.771,1.3408,ROSEN2013,PITT,226,130,5.14535387,-72.57707059,4:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.796,0.9218,ROSEN2013,CIGR,30,62,5.14535369,-72.57707072,5:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.857,1.0056,ROSEN2013,PITT,21,18,5.14535325,-72.57707103,6:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.883,1.3408,ROSEN2013,PITT,79,30,5.14535306,-72.57707117,7:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.884,0.9218,ROSEN2013,PITT,68,31,5.14535305,-72.57707117,8:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48275.975,0.838,ROSEN2013,PITT,22,18,5.14535239,-72.57707165,9:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.224,0.838,ROSEN2013,PITT,20,19,5.14535058,-72.57707294,10:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.304,0.838,ROSEN2013,PITT,48,30,5.14535,-72.57707336,11:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.391,0.838,ROSEN2013,PITT,38,20,5.14534937,-72.57707381,12:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.426,1.4246,ROSEN2013,CISL,122,92,5.14534912,-72.57707399,13:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.426,0.838,ROSEN2013,PITT,36,30,5.14534912,-72.57707399,14:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.465,1.4246,ROSEN2013,CISL,19,18,5.14534883,-72.5770742,15:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.493,0.838,ROSEN2013,PITT,54,29,5.14534863,-72.57707434,16:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.5,0.9218,ROSEN2013,PITT,48,35,5.14534858,-72.57707438,17:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48276.648,0.838,ROSEN2013,PITT,23,23,5.1453475,-72.57707515,18:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48277.006,0.838,ROSEN2013,PITT,39,24,5.1453449,-72.577077,19:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48277.242,0.838,ROSEN2013,CISL,20,18,5.14534318,-72.57707822,20:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48277.296,0.838,ROSEN2013,PITT,44,18,5.14534278,-72.5770785,21:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48277.415,0.9218,ROSEN2013,PITT,54,52,5.14534192,-72.57707912,22:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48277.415,0.838,ROSEN2013,PITT,54,21,5.14534192,-72.57707912,23:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48277.417,0.9218,ROSEN2013,PITT,43,18,5.1453419,-72.57707913,0:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48277.423,0.838,ROSEN2013,PITT,50,58,5.14534186,-72.57707916,1:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48277.96,0.9218,ROSEN2013,CISL,15,18,5.14533794,-72.57708194,2:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.072,0.838,ROSEN2013,CISL,19,18,5.14533713,-72.57708251,3:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.072,0.838,ROSEN2013,CISL,58,26,5.14533713,-72.57708251,4:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.107,0.838,ROSEN2013,PITT,23,22,5.14533687,-72.5770827,5:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.336,0.9218,ROSEN2013,CISL,15,18,5.1453352,-72.57708388,6:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.336,0.9218,ROSEN2013,CISL,42,19,5.1453352,-72.57708388,7:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.36,0.838,ROSEN2013,CISL,18,18,5.14533503,-72.577084,8:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.579,0.838,ROSEN2013,PITT,26,18,5.14533343,-72.57708513,9:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.579,1.0056,ROSEN2013,PITT,66,66,5.14533343,-72.57708513,10:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.588,1.0056,ROSEN2013,PITT,24,18,5.14533336,-72.57708518,11:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.616,0.838,ROSEN2013,PITT,29,22,5.14533316,-72.57708532,12:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48278.853,1.0056,ROSEN2013,CISL,18,18,5.14533143,-72.57708654,13:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48279.202,0.838,ROSEN2013,CISL,15,18,5.14532888,-72.57708833,14:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48279.298,0.838,ROSEN2013,CIGR,22,32,5.14532817,-72.57708883,15:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48279.527,0.838,ROSEN2013,CISL,18,23,5.1453265,-72.57709,16:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48279.574,0.838,ROSEN2013,CISL,16,18,5.14532616,-72.57709024,17:00,Corrosión,EXT,0,indicaciones adicionales,48274.938,48280.02,A
48306.201,0.838,ROSEN2013,CISL,18,18,5.14512843,-72.57722077,18:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48306.439,1.3408,ROSEN2013,CISL,19,20,5.14512665,-72.57722192,19:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48308.45,0.838,ROSEN2013,PITT,26,30,5.14511167,-72.57723172,20:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48309.003,0.9218,ROSEN2013,PITT,32,39,5.14510756,-72.57723443,21:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48309.21,0.838,ROSEN2013,CIGR,21,44,5.14510602,-72.57723545,22:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48310.613,1.1732,ROSEN2013,PITT,33,30,5.14509561,-72.57724236,23:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48310.613,1.1732,ROSEN2013,PITT,188,36,5.14509561,-72.57724236,0:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48310.689,0.838,ROSEN2013,PITT,24,18,5.14509505,-72.57724273,1:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48310.731,0.9218,ROSEN2013,PITT,70,32,5.14509474,-72.57724294,2:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48311.103,0.838,ROSEN2013,PITT,25,20,5.14509198,-72.57724477,3:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48311.103,1.257,ROSEN2013,PITT,193,48,5.14509198,-72.57724477,4:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48311.168,1.257,ROSEN2013,PITT,71,40,5.14509149,-72.5772451,5:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48311.176,0.838,ROSEN2013,PITT,30,25,5.14509143,-72.57724514,6:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48311.265,1.0056,ROSEN2013,PITT,31,27,5.14509077,-72.57724557,7:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48311.776,0.9218,ROSEN2013,PITT,49,46,5.14508698,-72.5772481,8:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48311.974,1.1732,ROSEN2013,PITT,30,21,5.14508551,-72.57724908,9:00,Corrosión,EXT,0,indicaciones adicionales,48305.926,48312.033,A
48412.639,1.0056,ROSEN2013,CISL,16,20,5.14427771,-72.57753019,10:00,Corrosión,EXT,0,indicaciones adicionales,48412.046,48416.826,A
48421.242,1.0056,ROSEN2013,CISL,18,18,5.14420306,-72.57754873,11:00,Corrosión,EXT,0,indicaciones adicionales,48416.826,48428.194,A
49071.913,1.0056,ROSEN2013,PITT,22,27,5.1387759,-72.57958918,12:00,Corrosión,EXT,0,indicaciones adicionales,49071.888,49076.478,A
49073.313,0.838,ROSEN2013,PITT,21,20,5.1387645,-72.5795944,13:00,Corrosión,EXT,0,indicaciones adicionales,49071.888,49076.478,A
49251.437,0.762,ROSEN2013,PITT,21,18,5.13731686,-72.5802539,14:00,Corrosión,EXT,0,indicaciones adicionales,49242.111,49254.414,A
49400.942,0.762,ROSEN2013,CISL,19,18,5.13610407,-72.58082078,15:00,Corrosión,EXT,0,indicaciones adicionales,49400.546,49406.882,A
49688.838,0.635,ROSEN2013,PITT,25,18,5.13364121,-72.58156345,16:00,Corrosión,EXT,0,indicaciones adicionales,49686.504,49698.791,A
49688.903,0.635,ROSEN2013,PITT,21,18,5.13364065,-72.58156361,17:00,Corrosión,EXT,0,indicaciones adicionales,49686.504,49698.791,A
49688.903,0.635,ROSEN2013,PITT,126,81,5.13364065,-72.58156361,18:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,49686.504,49698.791,A
49688.961,0.635,ROSEN2013,PITT,68,26,5.13364015,-72.58156374,19:00,Corrosión,EXT,0,indicaciones adicionales,49686.504,49698.791,A
49689.209,0.635,ROSEN2013,CISL,14,18,5.13363802,-72.58156433,20:00,Corrosión,EXT,0,indicaciones adicionales,49686.504,49698.791,A
49689.471,0.635,ROSEN2013,CISL,12,18,5.13363577,-72.58156495,21:00,Corrosión,EXT,0,indicaciones adicionales,49686.504,49698.791,A
49702.537,0.635,ROSEN2013,PITT,20,18,5.13352364,-72.5815956,22:00,Corrosión,EXT,0,indicaciones adicionales,49698.791,49711.07,A
49770.687,0.635,ROSEN2013,CISL,17,22,5.13294458,-72.58174974,23:00,Corrosión,EXT,0,indicaciones adicionales,49767.758,49780.073,A
49793.729,0.635,ROSEN2013,CISL,14,18,5.13274448,-72.58180082,0:00,Corrosión,EXT,0,indicaciones adicionales,49792.39,49804.763,A
49810.169,0.635,ROSEN2013,CISL,16,18,5.1326053,-72.58183715,1:00,Corrosión,EXT,0,indicaciones adicionales,49809.684,49821.986,A
49811.44,0.635,ROSEN2013,PITT,25,18,5.13259478,-72.58183991,2:00,Corrosión,EXT,0,indicaciones adicionales,49809.684,49821.986,A
49814.428,0.635,ROSEN2013,CISL,18,20,5.13257017,-72.58184641,3:00,Corrosión,EXT,0,indicaciones adicionales,49809.684,49821.986,A
49822.424,0.635,ROSEN2013,CISL,19,19,5.13250324,-72.58186389,4:00,Corrosión,EXT,0,indicaciones adicionales,49821.986,49834.283,A
49827.257,0.635,ROSEN2013,CISL,16,18,5.13246207,-72.58187471,5:00,Corrosión,EXT,0,indicaciones adicionales,49821.986,49834.283,A
49827.527,0.635,ROSEN2013,CISL,19,18,5.13245976,-72.58187533,6:00,Corrosión,EXT,0,indicaciones adicionales,49821.986,49834.283,A
49828.294,0.635,ROSEN2013,CISL,15,18,5.13245319,-72.58187709,7:00,Corrosión,EXT,0,indicaciones adicionales,49821.986,49834.283,A
49852.975,0.6985,ROSEN2013,PITT,20,21,5.13224028,-72.58193586,8:00,Corrosión,EXT,0,indicaciones adicionales,49849.203,49858.638,A
49864.286,0.635,ROSEN2013,CISL,18,20,5.13214241,-72.58196239,9:00,Corrosión,EXT,0,indicaciones adicionales,49860.693,49873.007,A
49864.775,0.635,ROSEN2013,CISL,16,18,5.13213818,-72.58196353,10:00,Corrosión,EXT,0,indicaciones adicionales,49860.693,49873.007,A
49865.959,0.635,ROSEN2013,CISL,16,22,5.13212793,-72.5819663,11:00,Corrosión,EXT,0,indicaciones adicionales,49860.693,49873.007,A
49867.252,0.635,ROSEN2013,CISL,18,18,5.13211674,-72.58196931,12:00,Corrosión,EXT,0,indicaciones adicionales,49860.693,49873.007,A
49905.411,0.635,ROSEN2013,CISL,18,18,5.1317857,-72.58205547,13:00,Corrosión,EXT,0,indicaciones adicionales,49894.135,49906.441,A
50007.943,0.635,ROSEN2013,CISL,19,48,5.13089767,-72.58228748,14:00,Corrosión,EXT,0,indicaciones adicionales,50003.071,50008.001,A
50171.128,0.762,ROSEN2013,CISL,13,19,5.12948978,-72.58265254,15:00,Corrosión,EXT,0,indicaciones adicionales,50160.532,50172.839,A
50355.319,0.6985,ROSEN2013,PITT,22,18,5.12790615,-72.58311905,16:00,Corrosión,EXT,0,indicaciones adicionales,50343.346,50355.657,A
50445.612,0.762,ROSEN2013,CISL,20,78,5.1271464,-72.58339965,17:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,50440.403,50452.698,A
50445.612,0.6985,ROSEN2013,CISL,20,18,5.1271464,-72.58339965,18:00,Corrosión,EXT,0,indicaciones adicionales,50440.403,50452.698,A
50445.613,0.762,ROSEN2013,CISL,18,33,5.12714639,-72.58339965,19:00,Corrosión,EXT,0,indicaciones adicionales,50440.403,50452.698,A
50560.358,0.6985,ROSEN2013,CISL,19,22,5.12618201,-72.58375939,20:00,Corrosión,EXT,0,indicaciones adicionales,50550.466,50562.521,A
50739.036,0.6985,ROSEN2013,PITT,23,23,5.12469406,-72.58434101,21:00,Corrosión,EXT,0,indicaciones adicionales,50728.429,50740.737,A
50799.505,0.635,ROSEN2013,CISL,20,18,5.12418931,-72.58453965,22:00,Corrosión,EXT,0,indicaciones adicionales,50799.222,50811.523,A
50969.24,0.635,ROSEN2013,AXGR,61,20,5.12279218,-72.58513591,23:00,Corrosión,EXT,0,indicaciones adicionales,50968.381,50980.651,A
51291.465,0.6985,ROSEN2013,CISL,12,18,5.12025444,-72.58650624,0:00,Corrosión,EXT,0,indicaciones adicionales,51280.528,51292.835,A
51291.62,0.6985,ROSEN2013,PITT,21,21,5.1202532,-72.58650685,1:00,Corrosión,EXT,0,indicaciones adicionales,51280.528,51292.835,A
51535.182,0.762,ROSEN2013,CISL,18,26,5.11829708,-72.58747919,2:00,Corrosión,EXT,0,indicaciones adicionales,51534.68,51545.453,A
51918.092,0.762,ROSEN2013,CISL,20,20,5.11551017,-72.58946536,3:00,Corrosión,EXT,0,indicaciones adicionales,51911.735,51924.047,A
52437.569,0.762,ROSEN2013,CISL,16,25,5.11182432,-72.59230459,4:00,Corrosión,EXT,0,indicaciones adicionales,52431.814,52444.112,A
53234.132,0.635,ROSEN2013,CISL,18,18,5.10728643,-72.59763937,5:00,Corrosión,EXT,0,indicaciones adicionales,53230.853,53243.098,A
53234.913,0.635,ROSEN2013,PITT,27,18,5.10728049,-72.59764194,6:00,Corrosión,EXT,0,indicaciones adicionales,53230.853,53243.098,A
53447.137,0.762,ROSEN2013,CISL,17,18,5.10704686,-72.59934717,7:00,Corrosión,EXT,0,indicaciones adicionales,53444.025,53449.895,A
54076.924,1.1732,ROSEN2013,PITT,22,18,5.10610484,-72.60399055,8:00,Corrosión,EXT,0,indicaciones adicionales,54075.708,54088.66,A
54076.924,1.1732,ROSEN2013,PITT,35,145,5.10610484,-72.60399055,9:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,54075.708,54088.66,A
54076.929,0.9218,ROSEN2013,PITT,23,33,5.1061048,-72.60399056,10:00,Corrosión,EXT,0,indicaciones adicionales,54075.708,54088.66,A
54076.939,0.838,ROSEN2013,CISL,20,41,5.10610471,-72.60399058,11:00,Corrosión,EXT,0,indicaciones adicionales,54075.708,54088.66,A
54220.101,0.762,ROSEN2013,CISL,18,19,5.10489731,-72.60441423,12:00,Corrosión,EXT,0,indicaciones adicionales,54213.705,54225.986,A
54494.367,0.762,ROSEN2013,CISL,16,20,5.10285739,-72.60578954,13:00,Corrosión,EXT,0,indicaciones adicionales,54484.725,54497,A
55232.072,0.6985,ROSEN2013,PITT,87,35,5.09740345,-72.60952138,14:00,Corrosión,EXT,0,indicaciones adicionales,55221.768,55234.05,A
57321.022,0.635,ROSEN2013,PITT,22,18,5.08160553,-72.61891455,15:00,Corrosión,EXT,0,indicaciones adicionales,57314.903,57326.824,A
57357.888,0.6985,ROSEN2013,CIGR,31,52,5.08129331,-72.61902051,16:00,Corrosión,EXT,0,indicaciones adicionales,57351.385,57363.689,A
57817.583,0.6985,ROSEN2013,CISL,18,19,5.07756699,-72.62049649,17:00,Corrosión,EXT,0,indicaciones adicionales,57807.62,57818.01,A
58001.413,0.635,ROSEN2013,CIGR,45,51,5.07621052,-72.62121163,18:00,Agrup.de Corrosión,EXT,0,indicaciones adicionales,57999.994,58012.353,A
58001.413,0.635,ROSEN2013,CIGR,30,51,5.07621052,-72.62121163,19:00,Corrosión,EXT,0,indicaciones adicionales,57999.994,58012.353,A
58001.438,0.635,ROSEN2013,CISL,20,30,5.0762103,-72.62121169,20:00,Corrosión,EXT,0,indicaciones adicionales,57999.994,58012.353,A
58070.125,0.635,ROSEN2013,CISL,17,18,5.07561294,-72.62135952,21:00,Corrosión,EXT,0,indicaciones adicionales,58067.783,58072.189,A
58142.712,0.635,ROSEN2013,CISL,15,18,5.07498363,-72.62152639,22:00,Corrosión,EXT,0,indicaciones adicionales,58138.517,58150.783,A
58563.706,0.6985,ROSEN2013,CISL,20,18,5.07133386,-72.62249399,23:00,Corrosión,EXT,0,indicaciones adicionales,58561.839,58574.096,A
58814.291,0.6985,ROSEN2013,CISL,13,18,5.06922204,-72.62320385,0:00,Corrosión,EXT,0,indicaciones adicionales,58806.327,58818.576,A
58815.257,0.6985,ROSEN2013,CISL,16,20,5.06921521,-72.62320901,1:00,Corrosión,EXT,0,indicaciones adicionales,58806.327,58818.576,A
58913.137,1.0795,ROSEN2013,CIGR,23,56,5.06848148,-72.62367529,2:00,Corrosión,EXT,0,indicaciones adicionales,58903.326,58915.663,A
58939.678,0.6985,ROSEN2013,CISL,19,21,5.068267,-72.62376246,3:00,Corrosión,EXT,0,indicaciones adicionales,58927.827,58940.091,A
59327.387,0.6985,ROSEN2013,PITT,31,18,5.06490489,-72.62469693,4:00,Corrosión,EXT,0,indicaciones adicionales,59327.023,59339.359,A
59538.03,0.762,ROSEN2013,CISL,19,23,5.06308761,-72.62517168,5:00,Corrosión,EXT,0,indicaciones adicionales,59534.347,59546.774,A
59542.725,0.6985,ROSEN2013,CISL,16,20,5.06304563,-72.62517043,6:00,Corrosión,EXT,0,indicaciones adicionales,59534.347,59546.774,A
59543.265,0.6985,ROSEN2013,CISL,14,18,5.0630409,-72.62517031,7:00,Corrosión,EXT,0,indicaciones adicionales,59534.347,59546.774,A
59543.361,0.635,ROSEN2013,CISL,15,18,5.06304006,-72.62517028,8:00,Corrosión,EXT,0,indicaciones adicionales,59534.347,59546.774,A
59545.505,0.635,ROSEN2013,CISL,14,18,5.06302159,-72.62516986,9:00,Corrosión,EXT,0,indicaciones adicionales,59534.347,59546.774,A
59630.599,0.6985,ROSEN2013,CISL,19,31,5.06228941,-72.62497338,10:00,Corrosión,EXT,0,indicaciones adicionales,59627.626,59639.757,A
